head,tail,label,predict
m.02x68ss,m.0d6lp,/people/person/place_lived,NA
m.03h22y2,m.0d060g,/people/person/place_lived,/people/person/nationality
m.01v4_p,m.0d6lp,/people/person/place_lived,NA
m.02578l,m.03v1s,/people/person/place_lived,NA
m.02rjxfg,m.0f2wj,/people/person/place_lived,NA
m.018zm2,m.0dc95,/people/person/place_lived,NA
m.0170zz,m.059f4,/people/person/place_lived,NA
m.09zh2m,m.0f8l9c,/people/person/place_lived,/people/person/nationality
m.02qnx7g,m.02_286,/people/person/place_lived,/people/person/place_lived
m.02qnx7g,m.01xy9s,/people/person/place_lived,NA
m.05f6qyv,m.0rql_,/people/person/place_lived,NA
m.0bymv,m.059f4,/people/person/place_lived,NA
m.0bymv,m.06yxd,/people/person/place_lived,/people/person/place_lived
m.0bymv,m.081yw,/people/person/place_lived,NA
m.0bymv,m.01n7q,/people/person/place_lived,NA
m.0bymv,m.02_286,/people/person/place_lived,NA
m.0bymv,m.07z1m,/people/person/place_lived,NA
m.07js9s,m.0345h,/people/person/place_lived,/people/person/nationality
m.0krrfy,m.0f8l9c,/people/person/place_lived,/people/person/nationality
m.067n55,m.0345h,/people/person/place_lived,/people/person/nationality
m.05tpqv,m.03rk0,/people/person/place_lived,/people/person/nationality
m.0fb6ys,m.03l2n,/people/person/place_lived,NA
m.0hd1l,m.04ykg,/people/person/place_lived,NA
m.04t2l2,m.07z1m,/people/person/place_lived,NA
m.03dz1z,m.09bjv,/people/person/place_lived,NA
m.01k5d4,m.06tgw,/people/person/place_lived,NA
m.06rk8d,m.01cx_,/people/person/place_lived,NA
m.0c024j,m.05cgv,/people/person/place_lived,/people/person/nationality
m.0c024j,m.05cgv,/people/person/place_lived,/people/person/nationality
m.02mc8k,m.01cx_,/people/person/place_lived,NA
m.0c2n66,m.01cx_,/people/person/place_lived,NA
m.0hqcy,m.0f2wj,/people/person/place_lived,NA
m.0dt6p_,m.01sn3,/people/person/place_lived,NA
m.024f_t,m.05qtj,/people/person/place_lived,/people/person/place_lived
m.03d3ghp,m.04rrd,/people/person/place_lived,NA
m.03d3ghp,m.094jv,/people/person/place_lived,NA
m.0pc9q,m.01hd58,/people/person/place_lived,NA
m.0dlhn8,m.0h7h6,/people/person/place_lived,NA
m.04llrx,m.0y617,/people/person/place_lived,NA
m.0h353,m.0f__1,/people/person/place_lived,NA
m.01w9l9,m.02gjp,/people/person/place_lived,NA
m.0d060g,m.010hcb,/people/person/place_lived,NA
m.0249sh,m.0d9jr,/people/person/place_lived,NA
m.0249sh,m.081yw,/people/person/place_lived,NA
m.05ysvmv,m.0488g,/people/person/place_lived,NA
m.07vvfx,m.068cn,/people/person/place_lived,NA
m.0dt59d,m.03s0w,/people/person/place_lived,NA
m.055c8,m.07z1m,/people/person/place_lived,NA
m.090dbm,m.01l63,/people/person/place_lived,NA
m.07zcdm,m.0g_gl,/people/person/place_lived,NA
m.07zcdm,m.0b90_r,/people/person/place_lived,NA
m.02pjmrq,m.0d9jr,/people/person/place_lived,/people/person/place_lived
m.0q6pk,m.0345h,/people/person/place_lived,/people/person/nationality
m.01v59t,m.03rjj,/people/person/place_lived,/people/person/nationality
m.06bfkj,m.0d060g,/people/person/place_lived,/people/person/nationality
m.0bjrd3,m.013yq,/people/person/place_lived,NA
m.027kyd,m.0d060g,/people/person/place_lived,NA
m.08l1xf,m.01x73,/people/person/place_lived,NA
m.07l8mg,m.03l2n,/people/person/place_lived,NA
m.04cw_zd,m.05qtj,/people/person/place_lived,NA
m.01k1rx,m.01cx_,/people/person/place_lived,NA
m.06v25h,m.01_d4,/people/person/place_lived,NA
m.0dtyvq,m.07z1m,/people/person/place_lived,NA
m.07brgk,m.0h7h6,/people/person/place_lived,NA
m.0bhslx,m.0k33p,/people/person/place_lived,/people/person/place_lived
m.09_klx,m.0n967,/people/person/place_lived,NA
m.03cnc8x,m.081yw,/people/person/place_lived,NA
m.0bhynd,m.03s5t,/people/person/place_lived,NA
m.02pmtyc,m.0f2rq,/people/person/place_lived,NA
m.093jb2,m.04rrd,/people/person/place_lived,NA
m.01bqc2,m.04b_h_7,/people/person/place_lived,NA
m.0kskhf,m.05cgv,/people/person/place_lived,/people/person/nationality
m.01rqpq,m.0vbk,/people/person/place_lived,NA
m.0858l,m.05cgv,/people/person/place_lived,/people/person/nationality
m.05l_6q,m.04d_m,/people/person/place_lived,NA
m.02bpjk,m.04ly1,/people/person/place_lived,NA
m.0l4st,m.0345h,/people/person/place_lived,NA
m.0287xm5,m.04rqps,/people/person/place_lived,NA
m.02qvp2b,m.0fvzg,/people/person/place_lived,NA
m.02qvp2b,m.05mph,/people/person/place_lived,NA
m.024ty6,m.0824r,/people/person/place_lived,NA
m.03mdtj,m.01n4w,/people/person/place_lived,NA
m.03mdtj,m.01n4w,/people/person/place_lived,NA
m.0f1bm9,m.0fdkl,/people/person/place_lived,NA
m.0f1bm9,m.03spz,/people/person/place_lived,/people/person/nationality
m.0b2gys,m.0f__1,/people/person/place_lived,NA
m.0b94g4,m.01mc9s,/people/person/place_lived,NA
m.01xcrk,m.06btq,/people/person/place_lived,NA
m.02g4lp,m.028mpr,/people/person/place_lived,NA
m.04bgvr,m.01_d4,/people/person/place_lived,NA
m.02q15_c,m.01_d4,/people/person/place_lived,NA
m.03clf7_,m.013yq,/people/person/place_lived,NA
m.07t_01,m.04rrd,/people/person/place_lived,NA
m.06bdhb,m.05qtj,/people/person/place_lived,NA
m.06bdhb,m.02_286,/people/person/place_lived,NA
m.04j5n_3,m.013yq,/people/person/place_lived,NA
m.0gjr1_,m.08fmc3,/people/person/place_lived,NA
m.01p6z0b,m.0hptm,/people/person/place_lived,NA
m.03qclg7,m.07bcn,/people/person/place_lived,NA
m.056gyc,m.0f__1,/people/person/place_lived,NA
m.0d6d2,m.01m1_d,/people/person/place_lived,NA
m.075q0j,m.0xmp9,/people/person/place_lived,NA
m.06qnzq,m.0fw2y,/people/person/place_lived,NA
m.02pq8nl,m.04rrd,/people/person/place_lived,NA
m.03w679,m.0h7h6,/people/person/place_lived,NA
m.02z_pq,m.01cx_,/people/person/place_lived,NA
m.02jyt3,m.01_d4,/people/person/place_lived,NA
m.085gk,m.081yw,/people/person/place_lived,NA
m.0fm0k1,m.0fvyg,/people/person/place_lived,NA
m.02307h,m.04d_m,/people/person/place_lived,NA
m.027zlq9,m.01_d4,/people/person/place_lived,NA
m.05my7x3,m.027rn,/people/person/place_lived,NA
m.0bsr_5,m.0824r,/people/person/place_lived,NA
m.01qxhs,m.0hjy,/people/person/place_lived,NA
m.01qxhs,m.06yxd,/people/person/place_lived,NA
m.01qxhs,m.02_286,/people/person/place_lived,NA
m.0cj8x,m.0chrx,/people/person/place_lived,NA
m.07vfgr,m.0chghy,/people/person/place_lived,NA
m.0fvp11,m.03v1s,/people/person/place_lived,NA
m.02pqk_2,m.026mj,/people/person/place_lived,NA
m.0dp5k1,m.06bnz,/people/person/place_lived,/people/person/nationality
m.0d_kd,m.0y8qs,/people/person/place_lived,NA
m.03lh3v,m.0d9jr,/people/person/place_lived,NA
m.04n5llj,m.04v09,/people/person/place_lived,NA
m.0739wf,m.02_286,/people/person/place_lived,NA
m.04rfq,m.0f2wj,/people/person/place_lived,NA
m.01_f8j,m.07f1x,/people/person/place_lived,NA
m.0gc20y,m.04f_d,/people/person/place_lived,NA
m.01sswx,m.06bnz,/people/person/place_lived,NA
m.01b370,m.01k3wp,/people/person/place_lived,NA
m.06psbr,m.0hptm,/people/person/place_lived,/people/person/place_lived
m.023g00,m.06m_5,/people/person/place_lived,/people/person/nationality
m.024sjy,m.02frhbc,/people/person/place_lived,NA
m.0436f4,m.03rjj,/people/person/place_lived,NA
m.02r0fl6,m.0y62n,/people/person/place_lived,NA
m.01cy1c,m.07f1x,/people/person/place_lived,NA
m.02km4n,m.0zgfm,/people/person/place_lived,NA
m.018gv8,m.0tbql,/people/person/place_lived,NA
m.028dny,m.0chghy,/people/person/place_lived,/people/person/nationality
m.0fqrk,m.03rjj,/people/person/place_lived,NA
m.03vfgs,m.03spz,/people/person/place_lived,NA
m.025jr2,m.04ly1,/people/person/place_lived,NA
m.025jr2,m.04ly1,/people/person/place_lived,NA
m.03wvxgg,m.013yq,/people/person/place_lived,NA
m.0d6xvb,m.0y9gp,/people/person/place_lived,NA
m.01_pdg,m.06yxd,/people/person/place_lived,NA
m.01_pdg,m.06yxd,/people/person/place_lived,NA
m.01_pdg,m.06yxd,/people/person/place_lived,/people/person/place_lived
m.01_pdg,m.06yxd,/people/person/place_lived,/people/person/place_lived
m.01_pdg,m.06yxd,/people/person/place_lived,/people/person/place_lived
m.01_pdg,m.06yxd,/people/person/place_lived,NA
m.073pth,m.0498y,/people/person/place_lived,NA
m.02555z,m.013yq,/people/person/place_lived,NA
m.02lt8,m.094jv,/people/person/place_lived,NA
m.02lt8,m.04brnnl,/people/person/place_lived,NA
m.05dtsb,m.02_286,/people/person/place_lived,NA
m.031hgj,m.06bnz,/people/person/place_lived,NA
m.084w8,m.05l5n,/people/person/place_lived,NA
m.03v397,m.0b90_r,/people/person/place_lived,NA
m.01kh0br,m.05qtj,/people/person/place_lived,/people/deceasedperson/place_of_death
m.05x31v,m.01_d4,/people/person/place_lived,NA
m.09gvx,m.0f8l9c,/people/person/place_lived,/people/person/nationality
m.08vrwv,m.05jbn,/people/person/place_lived,NA
m.0d37gq,m.01_d4,/people/person/place_lived,NA
m.05gg5b,m.0g6ff,/people/person/place_lived,NA
m.04f95x,m.0dc95,/people/person/place_lived,NA
m.04wqr,m.0d6lp,/people/person/place_lived,NA
m.0457hr,m.013yq,/people/person/place_lived,NA
m.0457hr,m.01_d4,/people/person/place_lived,NA
m.04xdcs,m.0d060g,/people/person/place_lived,/people/person/nationality
m.027thz,m.0f2wj,/people/person/place_lived,NA
m.088ggh,m.02_286,/people/person/place_lived,NA
m.02r1yjh,m.0f8l9c,/people/person/place_lived,/people/person/nationality
m.02rl87x,m.05qhw,/people/person/place_lived,NA
m.0gnk3s,m.03rk0,/people/person/place_lived,NA
m.01p7rh,m.01cx_,/people/person/place_lived,NA
m.04fdjt,m.01_d4,/people/person/place_lived,NA
m.05tpmg,m.03l2n,/people/person/place_lived,NA
m.07nqrf,m.081m_,/people/person/place_lived,NA
m.047g8vn,m.013yq,/people/person/place_lived,NA
m.014jwv,m.0jdx,/people/person/place_lived,NA
m.06xrnx,m.0r62v,/people/person/place_lived,NA
m.0107wk,m.013yq,/people/person/place_lived,NA
m.05ddyf,m.01ktz1,/people/person/place_lived,/people/person/place_lived
m.08g8kv,m.03l2n,/people/person/place_lived,NA
m.03r61d,m.0345h,/people/person/place_lived,NA
m.0chh05,m.0chghy,/people/person/place_lived,/people/person/nationality
m.02plv6z,m.0htqt,/people/person/place_lived,NA
m.01pt2r,m.0165v,/people/person/place_lived,NA
m.01pt2r,m.0165v,/people/person/place_lived,NA
m.01pt2r,m.0165v,/people/person/place_lived,NA
m.027w5xn,m.051ls,/people/person/place_lived,NA
m.0cdp05,m.07z1m,/people/person/place_lived,/people/person/place_lived
m.01rr8_,m.06bnz,/people/person/place_lived,NA
m.02yxjf,m.081yw,/people/person/place_lived,NA
m.0154qm,m.01n7q,/people/person/place_lived,NA
m.026471_,m.07z1m,/people/person/place_lived,NA
m.02qjmsn,m.06yxd,/people/person/place_lived,NA
m.02qjmsn,m.02xry,/people/person/place_lived,NA
m.026lwcp,m.01sn3,/people/person/place_lived,NA
m.04d5sj,m.04tgp,/people/person/place_lived,NA
m.04d5sj,m.04tgp,/people/person/place_lived,NA
m.02vkzvp,m.0345h,/people/person/place_lived,/people/person/nationality
m.05pg_g,m.0345h,/people/person/place_lived,NA
m.024xrh,m.0vbk,/people/person/place_lived,NA
m.07fr73,m.02_286,/people/person/place_lived,NA
m.044js,m.03rk0,/people/person/place_lived,/people/person/nationality
m.024xc7,m.01n7q,/people/person/place_lived,NA
m.0g5kyx,m.06bnz,/people/person/place_lived,NA
m.01vgvy,m.01_d4,/people/person/place_lived,NA
m.022w90,m.05cgv,/people/person/place_lived,/people/person/nationality
m.0jpsv,m.02w0nh,/people/person/place_lived,NA
m.02n0zk,m.0h7h6,/people/person/place_lived,NA
m.043gj,m.03s0w,/people/person/place_lived,NA
m.043gj,m.01n7q,/people/person/place_lived,NA
m.0494yv,m.0d060g,/people/person/place_lived,NA
m.075yyx,m.04f_d,/people/person/place_lived,NA
m.026fb9,m.0498y,/people/person/place_lived,NA
m.04cc1,m.0fhp9,/people/person/place_lived,/people/deceasedperson/place_of_death
m.01rbt7,m.01n4w,/people/person/place_lived,NA
m.039ntm,m.01n4w,/people/person/place_lived,/people/person/place_lived
m.046wmz,m.04ykg,/people/person/place_lived,NA
m.05pvf80,m.05mph,/people/person/place_lived,NA
m.01nvvl,m.0824r,/people/person/place_lived,NA
m.02lfw5,m.02n12x,/people/person/place_lived,NA
m.02vyss,m.059f4,/people/person/place_lived,NA
m.028rk,m.013m_x,/people/person/place_lived,NA
m.01k165,m.0d060g,/people/person/place_lived,/people/person/nationality
m.02qw52h,m.0k3p,/people/person/place_lived,NA
m.03r9dg,m.03rk0,/people/person/place_lived,NA
m.025s5v9,m.059f4,/people/person/place_lived,NA
m.018cx_,m.03rk0,/people/person/place_lived,/people/person/nationality
m.03ghr9,m.0d060g,/people/person/place_lived,NA
m.01jrz5j,m.02_286,/people/person/place_lived,NA
m.03whgb,m.01n7q,/people/person/place_lived,NA
m.0gkgv0,m.01_d4,/people/person/place_lived,NA
m.01yfxl,m.05kj_,/people/person/place_lived,NA
m.01fgq5,m.02xry,/people/person/place_lived,NA
m.02qlrnp,m.0824r,/people/person/place_lived,NA
m.0149xx,m.05qtj,/people/person/place_lived,/people/deceasedperson/place_of_death
m.0149xx,m.0g6ff,/people/person/place_lived,NA
m.027ltfx,m.01cx_,/people/person/place_lived,NA
m.01sb98,m.05fhy,/people/person/place_lived,NA
m.0f57r0,m.0chghy,/people/person/place_lived,/people/person/nationality
m.01c9j8,m.0k3p,/people/person/place_lived,NA
m.01lbpj,m.0f8l9c,/people/person/place_lived,NA
m.0f5lq0,m.07_f2,/people/person/place_lived,NA
m.02sx8j,m.01c1rj,/people/person/place_lived,NA
m.02lwg2,m.01l3k6,/people/person/place_lived,/people/person/place_lived
m.0nxf7,m.05bcl,/people/person/place_lived,/people/person/nationality
m.0nxf7,m.05bcl,/people/person/place_lived,/people/person/nationality
m.0nxf7,m.05bcl,/people/person/place_lived,/people/person/nationality
m.0nxf7,m.01l63,/people/person/place_lived,NA
m.0dvmd,m.0rd6b,/people/person/place_lived,NA
m.03nhdr,m.0f8l9c,/people/person/place_lived,/people/person/nationality
m.0dmxr8,m.0k6nt,/people/person/place_lived,NA
m.022w3m,m.03676,/people/person/place_lived,NA
m.0c1pj,m.01n7q,/people/person/place_lived,NA
m.027f42,m.013yq,/people/person/place_lived,NA
m.026fnsp,m.01cx_,/people/person/place_lived,NA
m.044b5,m.0824r,/people/person/place_lived,NA
m.0bkx3y,m.05cgv,/people/person/place_lived,/people/person/nationality
m.07nfrr,m.0chghy,/people/person/place_lived,NA
m.03zy1_,m.0d9jr,/people/person/place_lived,NA
m.026j1p_,m.02_286,/people/person/place_lived,NA
m.02rhm2,m.05qtj,/people/person/place_lived,NA
m.045m1_,m.02kw9cm,/people/person/place_lived,NA
m.0dgn_8,m.0c_m3,/people/person/place_lived,NA
m.058h50,m.04tgp,/people/person/place_lived,NA
m.02rbk8f,m.06c1y,/people/person/place_lived,NA
m.027sqbj,m.0chghy,/people/person/place_lived,NA
m.0bbd2x,m.094jv,/people/person/place_lived,NA
m.02vnmf0,m.07z1m,/people/person/place_lived,NA
m.0224hd,m.01znc_,/people/person/place_lived,NA
m.076_p0t,m.01_d4,/people/person/place_lived,NA
m.03fddh,m.03shp,/people/person/place_lived,NA
m.027t3s9,m.0rwmg,/people/person/place_lived,NA
m.024tyk,m.01n7q,/people/person/place_lived,/people/person/place_lived
m.025jwp,m.04ly1,/people/person/place_lived,NA
m.03n7mw,m.0chghy,/people/person/place_lived,/people/person/nationality
m.0hd6h,m.04tgp,/people/person/place_lived,NA
m.07mzk4,m.01n7q,/people/person/place_lived,NA
m.01jfrg,m.0ncj8,/people/person/place_lived,NA
m.06vshw,m.0chghy,/people/person/place_lived,/people/person/nationality
m.027wjrz,m.013yq,/people/person/place_lived,NA
m.047bh_v,m.01x73,/people/person/place_lived,NA
m.02c7lt,m.0f2wj,/people/person/place_lived,NA
m.01k1hhl,m.0488g,/people/person/place_lived,NA
m.032grf,m.05qtj,/people/person/place_lived,NA
m.03gs3n4,m.0xkyn,/people/person/place_lived,NA
m.0364mm,m.012wgb,/people/person/place_lived,NA
m.028bdl_,m.07_f2,/people/person/place_lived,NA
m.09v3x8,m.03tv5h,/people/person/place_lived,NA
m.03t00w,m.0y62n,/people/person/place_lived,NA
m.022w2c,m.03548,/people/person/place_lived,NA
m.019wrj,m.0f2wj,/people/person/place_lived,NA
m.06mr6,m.013yq,/people/person/place_lived,NA
m.0d9c9c,m.02xry,/people/person/place_lived,NA
m.03c097,m.0rmwd,/people/person/place_lived,NA
m.03c097,m.02xry,/people/person/place_lived,NA
m.01fwm3,m.0824r,/people/person/place_lived,/people/person/place_lived
m.05mph,m.0skzd,/people/person/place_lived,NA
m.05mph,m.0cxv97,/people/person/place_lived,NA
m.02k6pd,m.06mkj,/people/person/place_lived,NA
m.0c2qjg,m.0345h,/people/person/place_lived,NA
m.09twpf,m.0vbk,/people/person/place_lived,/people/person/place_lived
m.03d40f,m.05jbn,/people/person/place_lived,NA
m.03hy3,m.0345h,/people/person/place_lived,/people/person/nationality
m.0j_gr,m.01nqj,/people/person/place_lived,NA
m.04vvnb,m.0dc95,/people/person/place_lived,NA
m.038pz1,m.059f4,/people/person/place_lived,NA
m.02qrc28,m.0f2r6,/people/person/place_lived,NA
m.026f_lk,m.0824r,/people/person/place_lived,NA
m.04bb6_,m.0498y,/people/person/place_lived,NA
m.046rfv,m.03rk0,/people/person/place_lived,NA
m.04dgxx,m.0fhp9,/people/person/place_lived,NA
m.03grykh,m.0fhp9,/people/person/place_lived,NA
m.09cvqr,m.03spz,/people/person/place_lived,NA
m.0csfpy,m.05jbn,/people/person/place_lived,/people/person/place_lived
m.01yv6p,m.03rk0,/people/person/place_lived,NA
m.0k5tb,m.07z1m,/people/person/place_lived,NA
m.0g2vcs,m.01cx_,/people/person/place_lived,NA
m.01hbq0,m.0m2fr,/people/person/place_lived,NA
m.03b0n5,m.03rjj,/people/person/place_lived,/people/person/nationality
m.08vb_5,m.01n4w,/people/person/place_lived,NA
m.0270f2n,m.05qtj,/people/person/place_lived,NA
m.01bj6y,m.01x73,/people/person/place_lived,NA
m.01bj6y,m.01m1_d,/people/person/place_lived,NA
m.0c074z,m.013yq,/people/person/place_lived,NA
m.02z0ndz,m.01ktz1,/people/person/place_lived,/people/person/place_lived
m.0fvtrs,m.094jv,/people/person/place_lived,NA
m.04y66c8,m.05kj_,/people/person/place_lived,NA
m.04y66c8,m.0d23k,/people/person/place_lived,NA
m.01c29s,m.06mkj,/people/person/place_lived,/people/person/nationality
m.09dvbp,m.05qtj,/people/person/place_lived,NA
m.03b1p5,m.03rk0,/people/person/place_lived,NA
m.03ry0j,m.03rjj,/people/person/place_lived,NA
m.034ls,m.059f4,/people/person/place_lived,NA
m.03k9ts,m.01cx_,/people/person/place_lived,NA
m.027fvnv,m.0f8l9c,/people/person/place_lived,NA
m.04zykb,m.01wpsl,/people/person/place_lived,NA
m.0jgvf,m.0f8l9c,/people/person/place_lived,NA
m.0gn30,m.0chghy,/people/person/place_lived,/people/person/nationality
m.046lt,m.01n7q,/people/person/place_lived,NA
m.04csdkx,m.04rrd,/people/person/place_lived,/people/person/place_lived
m.01fmc1,m.04tgp,/people/person/place_lived,NA
m.03qc946,m.013yq,/people/person/place_lived,NA
m.03mmh7,m.0488g,/people/person/place_lived,/people/person/place_lived
m.03k813,m.05mph,/people/person/place_lived,NA
m.05czn_,m.0r0m6,/people/person/place_lived,NA
m.027w2w9,m.06mxs,/people/person/place_lived,/people/person/place_lived
m.019_1h,m.0k049,/people/person/place_lived,NA
m.05d1dy,m.0h7h6,/people/person/place_lived,/people/person/place_lived
m.01tm6j,m.06mkj,/people/person/place_lived,/people/person/nationality
m.017b5l,m.0f2wj,/people/person/place_lived,NA
m.0b23q,m.02_286,/people/person/place_lived,NA
m.01f492,m.0n1rj,/people/person/place_lived,NA
m.03n7_r,m.0f2rq,/people/person/place_lived,NA
m.01srvn,m.04bbw8j,/people/person/place_lived,NA
m.06nxl9,m.0b90_r,/people/person/place_lived,NA
m.02bvv1,m.03s0w,/people/person/place_lived,NA
m.01qkdh,m.02_286,/people/person/place_lived,NA
m.0224jr,m.03shp,/people/person/place_lived,NA
m.012r57,m.0f8l9c,/people/person/place_lived,/people/person/nationality
m.04vw77,m.04tgp,/people/person/place_lived,NA
m.03fb32,m.0r62v,/people/person/place_lived,NA
m.02pxmzg,m.0d9jr,/people/person/place_lived,NA
m.02y0l2,m.05qtj,/people/person/place_lived,NA
m.0287h0x,m.0chghy,/people/person/place_lived,/people/person/nationality
m.053w4,m.0345h,/people/person/place_lived,NA
m.053w4,m.06mzp,/people/person/place_lived,NA
m.02w308w,m.0f__1,/people/person/place_lived,NA
m.0gxlwf,m.06npd,/people/person/place_lived,NA
m.0b_zw,m.03spz,/people/person/place_lived,/people/person/nationality
m.0b_zw,m.0430_,/people/person/place_lived,NA
m.04vpxr,m.013yq,/people/person/place_lived,NA
m.05sdh9,m.0222qb,/people/person/place_lived,NA
m.01zn9q,m.03rjj,/people/person/place_lived,NA
m.0cxp2v,m.0_75d,/people/person/place_lived,NA
m.0gkf1_,m.06c1y,/people/person/place_lived,NA
m.02rg47v,m.03spz,/people/person/place_lived,NA
m.02d4zp,m.02xry,/people/person/place_lived,NA
m.07tbvj,m.04rrd,/people/person/place_lived,NA
m.0mtk0,m.05qtj,/people/person/place_lived,/people/person/place_of_birth
m.07mfq0,m.0y1rf,/people/person/place_lived,NA
m.03cvzrk,m.07z1m,/people/person/place_lived,NA
m.019x9z,m.02xry,/people/person/place_lived,NA
m.09l202,m.01_d4,/people/person/place_lived,NA
m.0202kf,m.07_f2,/people/person/place_lived,NA
m.0202kf,m.07_f2,/people/person/place_lived,NA
m.02rmk8k,m.03gxj9,/people/person/place_lived,NA
m.03t959,m.03spz,/people/person/place_lived,NA
m.066k52,m.06bnz,/people/person/place_lived,NA
m.04p4t6,m.0824r,/people/person/place_lived,NA
m.09lhr3,m.0430_,/people/person/place_lived,NA
m.01cwhp,m.06mzp,/people/person/place_lived,NA
m.06pt4l,m.0dc95,/people/person/place_lived,NA
m.03ymx3m,m.0d27m,/people/person/place_lived,NA
m.0rjg8,m.02s5s3,/people/person/place_lived,NA
m.01d1nj,m.02_286,/people/person/place_lived,NA
m.04jbmvx,m.06yxd,/people/person/place_lived,/people/person/place_lived
m.0bpw19,m.05qtj,/people/person/place_lived,NA
m.0465r9,m.0f8l9c,/people/person/place_lived,/people/person/nationality
m.01jz6d,m.081mh,/people/person/place_lived,NA
m.01jz6d,m.01sn3,/people/person/place_lived,NA
m.01jz6d,m.01sn3,/people/person/place_lived,NA
m.01jz6d,m.01sn3,/people/person/place_lived,NA
m.03d1dgk,m.07_pf,/people/person/place_lived,NA
m.058w5,m.03rjj,/people/person/place_lived,/location/location/contains
m.097gdk,m.013yq,/people/person/place_lived,NA
m.01ckb6,m.077qn,/people/person/place_lived,NA
m.0d4yls,m.0hzlz,/people/person/place_lived,NA
m.0ftlbk,m.01ktz1,/people/person/place_lived,NA
m.0bl83,m.01n4w,/people/person/place_lived,NA
m.0bl83,m.081yw,/people/person/place_lived,NA
m.063k6z,m.05qtj,/people/person/place_lived,NA
m.024_vw,m.081yw,/people/person/place_lived,NA
m.024_vw,m.02_286,/people/person/place_lived,NA
m.02p81l,m.05cgv,/people/person/place_lived,/people/person/nationality
m.01bcz7,m.0d060g,/people/person/place_lived,NA
m.01bcz7,m.06vbd,/people/person/place_lived,NA
m.06fn7z,m.04hqz,/people/person/place_lived,NA
m.01qn8k,m.0f2wj,/people/person/place_lived,NA
m.09gl9d,m.0d060g,/people/person/place_lived,/people/person/nationality
m.09lbxp,m.0qkcb,/people/person/place_lived,NA
m.09xg8,m.05qtj,/people/person/place_lived,/people/person/place_lived
m.09xg8,m.05qtj,/people/person/place_lived,/people/deceasedperson/place_of_death
m.09xg8,m.0f8l9c,/people/person/place_lived,/people/person/nationality
m.09xg8,m.0f8l9c,/people/person/place_lived,/people/person/nationality
m.09xg8,m.0f8l9c,/people/person/place_lived,/people/person/nationality
m.09xg8,m.0f8l9c,/people/person/place_lived,/people/person/nationality
m.09xg8,m.0f8l9c,/people/person/place_lived,/people/person/nationality
m.09xg8,m.0f8l9c,/people/person/place_lived,/people/person/nationality
m.09xg8,m.0f8l9c,/people/person/place_lived,/people/person/nationality
m.04bk4g6,m.0345h,/people/person/place_lived,NA
m.04gy8x,m.050l8,/people/person/place_lived,NA
m.04gy8x,m.050l8,/people/person/place_lived,NA
m.0bf27d,m.02_286,/people/person/place_lived,NA
m.05xvq4,m.06bnz,/people/person/place_lived,NA
m.01p46f1,m.04tgp,/people/person/place_lived,NA
m.03b56_,m.044rv,/people/person/place_lived,NA
m.04ybypn,m.0d060g,/people/person/place_lived,/people/person/nationality
m.02r47s8,m.0chghy,/people/person/place_lived,NA
m.0b61_v,m.03rjj,/people/person/place_lived,/people/person/nationality
m.08d9bp,m.05qtj,/people/person/place_lived,NA
m.0hl3d,m.05qtj,/people/person/place_lived,NA
m.0dzdsn,m.03rjj,/people/person/place_lived,NA
m.03c6v3,m.01x73,/people/person/place_lived,NA
m.05p_33,m.01m1_d,/people/person/place_lived,NA
m.0d05fv,m.0chghy,/people/person/place_lived,/people/person/nationality
m.03rf9l,m.01cx_,/people/person/place_lived,NA
m.02q44_f,m.081mh,/people/person/place_lived,NA
m.0b0s3,m.01_d4,/people/person/place_lived,/people/person/place_lived
m.0b0s3,m.01_d4,/people/person/place_lived,/people/person/place_lived
m.03966s,m.0y62n,/people/person/place_lived,NA
m.02r5vq2,m.0f8l9c,/people/person/place_lived,NA
m.01_6rz,m.04sqj,/people/person/place_lived,NA
m.01g1lp,m.02frhbc,/people/person/place_lived,NA
m.0f1vmg,m.0hzlz,/people/person/place_lived,NA
m.0kn3g,m.01qh7,/people/person/place_lived,NA
m.01mp6qr,m.06mkj,/people/person/place_lived,/people/person/nationality
m.031hk4,m.06bnz,/people/person/place_lived,NA
m.0624dh,m.05qtj,/people/person/place_lived,NA
m.02qdxl7,m.071cn,/people/person/place_lived,NA
m.02yjf8,m.01g0y_,/people/person/place_lived,NA
m.03w9g9d,m.05qtj,/people/person/place_lived,NA
m.0dyh1g,m.0chghy,/people/person/place_lived,NA
m.02r55q5,m.029cr,/people/person/place_lived,NA
m.07qw94,m.06btq,/people/person/place_lived,/people/person/place_lived
m.07qw94,m.06btq,/people/person/place_lived,/people/person/place_lived
m.01xw7t,m.026mj,/people/person/place_lived,NA
m.0dm1ts,m.06tgw,/people/person/place_lived,NA
m.04rq60,m.056_y,/people/person/place_lived,NA
m.01rc9s,m.01g079,/people/person/place_lived,NA
m.01480y,m.02xry,/people/person/place_lived,NA
m.09mx5h,m.06yxd,/people/person/place_lived,NA
m.01_pcc,m.05fhy,/people/person/place_lived,/people/person/place_lived
m.01_pcc,m.05fhy,/people/person/place_lived,NA
m.01_pcc,m.05fhy,/people/person/place_lived,/people/person/place_lived
m.01_pcc,m.05fhy,/people/person/place_lived,/people/person/place_lived
m.027q0lb,m.01_d4,/people/person/place_lived,NA
m.05dbf,m.01n4w,/people/person/place_lived,NA
m.05dbf,m.0dp90,/people/person/place_lived,NA
