head,tail,label,predict
Q3975878,Q1673617,subsidiary,subsidiary
Q14552696,Q2495874,subsidiary,subsidiary
Q138345,Q2110304,subsidiary,followed by
Q2495861,Q1307345,subsidiary,subsidiary
Q920016,Q7570387,subsidiary,subsidiary
Q1752901,Q5260564,subsidiary,subsidiary
Q931207,Q894874,subsidiary,subsidiary
Q1140241,Q7603625,subsidiary,subsidiary
Q1752901,Q653089,subsidiary,subsidiary
Q2083868,Q1891982,subsidiary,subsidiary
Q3132,Q1651552,subsidiary,instance of
Q1152764,Q3476358,subsidiary,subsidiary
Q11223,Q3607176,subsidiary,subsidiary
Q4643983,Q4596553,subsidiary,has part
Q2660350,Q7842507,subsidiary,subsidiary
Q8880,Q217659,subsidiary,subsidiary
Q942326,Q390551,subsidiary,subsidiary
Q131626,Q2295408,subsidiary,subsidiary
Q16840677,Q2045479,subsidiary,subsidiary
Q3116111,Q6395629,subsidiary,subsidiary
Q9212,Q1649323,subsidiary,subsidiary
Q214700,Q14692277,subsidiary,subsidiary
Q950380,Q2931045,subsidiary,subsidiary
Q1430985,Q806687,subsidiary,headquarters location
Q931354,Q5715308,subsidiary,subsidiary
Q156238,Q40650,subsidiary,subsidiary
Q53247,Q7130064,subsidiary,subsidiary
Q214700,Q3306220,subsidiary,subsidiary
Q608427,Q1010548,subsidiary,subsidiary
Q9325,Q312517,subsidiary,subsidiary
Q1381966,Q6947830,subsidiary,subsidiary
Q693844,Q1800537,subsidiary,follows
Q157852,Q5965929,subsidiary,subsidiary
Q1420239,Q5746102,subsidiary,part of
Q16840677,Q5887960,subsidiary,subsidiary
Q8766,Q5122952,subsidiary,subsidiary
Q739627,Q7163224,subsidiary,subsidiary
Q1820565,Q3153200,subsidiary,subsidiary
Q762266,Q6805332,subsidiary,subsidiary
Q157062,Q1619376,subsidiary,subsidiary
Q1408037,Q4745963,subsidiary,subsidiary
Q349566,Q14175176,subsidiary,subsidiary
Q229058,Q2173159,subsidiary,location of formation
Q10157,Q287134,participant,participant
Q4556816,Q19451,participant,participant
Q2236985,Q171150,participant,participant
Q4944627,Q264545,participant,has part
Q1162294,Q958587,participant,participant
Q10157,Q230340,participant,participant
Q3023610,Q8687,participant,has part
Q10150,Q1647476,participant,participant
Q10161,Q238978,participant,participant
Q4403,Q913651,participant,participant
Q208523,Q439151,participant,participant
Q189266,Q7318,participant,participant
Q618048,Q2453048,participant,successful candidate
Q10151,Q1264915,participant,participant
Q179853,Q439173,participant,participant
Q1546173,Q552007,participant,participant
Q4557048,Q19500,participant,participant
Q18651204,Q30,participant,country
Q10581329,Q15730177,participant,participant
Q30278163,Q1857141,participant,successful candidate
Q213942,Q1601817,participant,participant
Q211752,Q438831,participant,participant
Q5572919,Q222595,participant,location
Q944941,Q161885,participant,participant
Q211469,Q970088,participant,participant
Q639587,Q543530,participant,winner
Q1478525,Q81506,participant,successful candidate
Q211484,Q256856,participant,participant
Q8613,Q20113942,participant,participant
Q1130507,Q43287,participant,participant
Q10148,Q439577,participant,participant
Q10158,Q237408,participant,participant
Q182798,Q1896200,participant,participant
Q727536,Q334846,participant,successful candidate
Q13557593,Q1422,participant,participating team
Q204010,Q452895,participant,participant
Q4581669,Q2714,participant,participant
Q10151,Q1241720,participant,participant
Q10152,Q433039,participant,participant
Q937607,Q29468,participant,successful candidate
Q49100,Q79,participant,participant
Q2605231,Q649031,participant,participant
Q205192,Q86398,participant,participant
Q27958661,Q402145,participant,participant
Q15807019,Q180857,participant,participating team
Q17637508,Q7855,participant,winner
Q2577772,Q81506,participant,participant
Q209846,Q1000342,participant,participant
Q15092352,Q17418129,participant,participant
Q18651204,Q236,participant,country
Q211478,Q512950,participant,participant
Q944941,Q2605222,participant,participant
Q209673,Q319537,participant,participant
Q208523,Q212524,participant,participant
Q20806398,Q164089,participant,participating team
Q211478,Q928446,participant,participant
Q29001838,Q29016896,participant,participant
Q207889,Q262942,participant,participant
Q16600574,Q10315,participant,participating team
Q3354826,Q4695468,participant,participant
Q10152,Q193600,participant,participant
Q602880,Q203817,participant,participant
Q10161,Q200203,participant,participant
Q877450,Q870055,participant,participant
Q589673,Q30,participant,country
Q210578,Q451707,participant,participant
Q203329,Q467629,participant,participant
Q1142661,Q1400015,operator,operator
Q165305,Q83825,operator,operator
Q6508238,Q318679,operator,operator
Q2694295,Q500890,operator,applies to jurisdiction
Q1031829,Q407191,operator,part of
Q5633382,Q172771,operator,operator
Q672994,Q165862,operator,operator
Q7858257,Q1140138,operator,operator
Q18350336,Q190208,operator,operator
Q607537,Q643290,operator,operator
Q2778331,Q3259702,operator,operator
Q797017,Q235034,operator,operator
Q800716,Q1501071,operator,operator
Q649419,Q1501071,operator,owned by
Q16927153,Q7987516,operator,operator
Q4698668,Q22079702,operator,operator
Q7876198,Q3965367,operator,operator
Q383263,Q23076,operator,operator
Q181251,Q1519024,operator,operator
Q12313890,Q20640459,operator,operator
Q5513220,Q1092839,operator,operator
Q1054219,Q381576,operator,place served by transport hub
Q3204410,Q876720,operator,operator
Q6914048,Q770544,operator,occupant
Q7270989,Q379439,operator,operator
Q30116186,Q6842345,operator,manufacturer
Q2339860,Q1195543,operator,publisher
Q755023,Q11223,operator,operator
Q14914964,Q1433158,operator,operator
Q1186714,Q1186857,operator,subsidiary
Q322517,Q11220,operator,operator
Q290105,Q25436,operator,operator
Q5357415,Q513679,operator,operator
Q72268,Q172771,operator,military branch
Q7308134,Q7660181,operator,operator
Q7970700,Q6955406,operator,operator
Q12042781,Q472316,operator,publisher
Q16251633,Q1816202,operator,operator
Q800578,Q83835,operator,operator
Q8003399,Q6377960,operator,operator
Q46014043,Q23239,operator,operator
Q635779,Q607832,operator,operator
Q867902,Q18662,operator,occupant
Q3032634,Q11220,operator,operator
Q2877338,Q1004068,operator,country
Q1042199,Q17978,operator,operator
Q831794,Q682520,operator,operator
Q16507958,Q1031741,operator,operator
Q15167,Q1479375,operator,operator
Q7123964,Q7660181,operator,operator
Q218649,Q83543,operator,operator
Q5513232,Q1544279,operator,operator
Q1157644,Q2122615,operator,subsidiary
Q71986,Q1188230,operator,operator
Q1141218,Q623732,characters,characters
Q2052640,Q323925,characters,participant
Q1089303,Q25097,characters,characters
Q12393,Q1067046,characters,characters
Q2342463,Q2082114,characters,characters
Q15079318,Q17714,characters,main subject
Q190192,Q2724114,characters,characters
Q108774,Q826155,characters,characters
Q223131,Q1067723,characters,characters
Q1639810,Q2607112,characters,characters
Q2989881,Q2989412,characters,characters
Q47209,Q177439,characters,main subject
Q1129381,Q2741,characters,characters
Q189378,Q191527,characters,characters
Q17185964,Q568553,characters,characters
Q1420651,Q44987,characters,characters
Q634519,Q41680,characters,characters
Q107724,Q2696235,characters,characters
Q847022,Q1191282,characters,characters
Q128730,Q349213,characters,characters
Q3954624,Q371774,characters,characters
Q5435715,Q3090807,characters,characters
Q816038,Q11934,characters,characters
Q106182,Q838076,characters,main subject
Q2700672,Q942938,characters,characters
Q3554584,Q1409,characters,main subject
Q1134199,Q387800,characters,director
Q8279,Q155755,characters,participant
Q1567623,Q235102,characters,characters
Q741033,Q170534,characters,characters
Q4727821,Q4653,characters,characters
Q10858674,Q37150,characters,composer
Q1140678,Q4653,characters,characters
Q1035093,Q2034529,characters,characters
Q7497303,Q15291049,characters,characters
Q35627,Q194135,characters,characters
Q152857,Q60723,characters,characters
Q1276821,Q3899725,characters,characters
Q1797550,Q12379,characters,characters
Q1304408,Q963186,characters,characters
Q1068669,Q2318309,characters,characters
Q157360,Q762731,characters,characters
Q746244,Q1130642,characters,characters
Q7694423,Q2082114,characters,characters
Q15844806,Q692,characters,after a work by
Q6511,Q5239704,characters,after a work by
Q863438,Q4653,characters,characters
Q147235,Q838512,characters,characters
Q163872,Q2567497,characters,characters
Q1196390,Q45967,characters,characters
Q191753,Q27230909,characters,characters
Q1216943,Q19376,characters,characters
Q779215,Q1059919,characters,characters
Q114819,Q1051419,characters,characters
Q139849,Q930422,characters,characters
Q3457623,Q9045,characters,participant
Q3554584,Q302,characters,characters
Q1392442,Q1068314,characters,characters
Q3313428,Q944639,occupant,occupant
Q6591266,Q995113,occupant,occupant
Q675214,Q213417,occupant,occupant
Q899201,Q1130849,occupant,occupant
Q3198062,Q1134319,occupant,occupant
Q7430999,Q7431000,occupant,occupant
Q5176046,Q3194676,occupant,occupant
Q834448,Q1045198,occupant,owned by
Q894567,Q194121,occupant,occupant
Q1024926,Q594917,occupant,occupant
Q1145169,Q159729,occupant,occupant
Q7007552,Q272059,occupant,occupant
Q5568475,Q5568470,occupant,occupant
Q2080735,Q48954,occupant,occupant
Q8024641,Q682520,occupant,operator
Q1149601,Q9678,occupant,occupant
Q3126269,Q3567951,occupant,occupant
Q14706652,Q5468072,occupant,occupant
Q925728,Q13408349,occupant,occupant
Q1369435,Q207373,occupant,occupant
Q41544580,Q7093670,occupant,has part
Q412824,Q856619,occupant,occupant
Q179693,Q22669,occupant,member of
Q3143370,Q2465998,occupant,occupant
Q1584020,Q192253,occupant,occupant
Q1109809,Q385042,occupant,occupant
Q643328,Q665111,occupant,occupant
Q1472896,Q2094512,occupant,occupant
Q304666,Q752339,occupant,occupant
Q1210262,Q1071691,occupant,occupant
Q547589,Q170107,occupant,occupant
Q1112858,Q457163,occupant,occupant
Q3237605,Q3359016,occupant,occupant
Q7442251,Q840567,occupant,occupant
Q494832,Q855809,occupant,occupant
Q1766116,Q2429503,occupant,participant
Q1618347,Q2830456,occupant,occupant
Q806110,Q757253,occupant,occupant
Q2246085,Q374981,occupant,occupant
Q3197181,Q6064430,occupant,occupant
Q2926064,Q16192112,occupant,occupant
Q6123601,Q18741,occupant,occupant
Q592491,Q131378,occupant,occupant
Q883818,Q704599,occupant,occupant
Q1501798,Q54906,occupant,occupant
Q254903,Q15789,occupant,occupant
Q1129181,Q870625,occupant,occupant
Q1934586,Q195849,occupant,occupant
Q795470,Q246962,occupant,occupant
Q604015,Q958301,occupant,occupant
Q1133726,Q189322,occupant,occupant
Q3303619,Q7156354,occupant,occupant
Q3221561,Q274570,occupant,occupant
Q5133356,Q656134,occupant,occupant
Q1070192,Q14211,occupant,has part
Q241022,Q464775,occupant,occupant
Q190788,Q420594,occupant,occupant
Q1067235,Q219233,occupant,occupant
Q200684,Q204357,occupant,occupant
Q5985941,Q193643,occupant,occupant
Q612227,Q196107,occupant,occupant
Q16632810,Q19500,occupant,occupant
Q978030,Q9672,occupant,original network
Q7830871,Q121783,occupant,occupant
Q625058,Q495346,occupant,occupant
Q22096631,Q19828435,occupant,occupant
Q4861840,Q3866524,occupant,occupant
Q1052807,Q246782,occupant,occupant
Q503775,Q319136,occupant,occupant
Q612816,Q1033891,genre,genre
Q374556,Q185029,genre,genre
Q283490,Q471839,genre,genre
Q176284,Q3071,genre,genre
Q272931,Q83440,genre,genre
Q1302197,Q689445,genre,genre
Q1664392,Q188539,genre,genre
Q30607823,Q185029,genre,genre
Q790763,Q9794,genre,genre
Q187165,Q483352,genre,genre
Q1988293,Q689445,genre,genre
Q1063796,Q131272,genre,genre
Q848428,Q183862,genre,genre
Q3490715,Q83440,genre,genre
Q7326404,Q158607,genre,field of work
Q6738614,Q20502,genre,genre
Q2524818,Q1143132,genre,genre
Q1788458,Q226730,genre,genre
Q238702,Q24925,genre,genre
Q612471,Q49451,genre,genre
Q2333768,Q11401,genre,genre
Q2337669,Q178145,genre,genre
Q7620995,Q83440,genre,genre
Q1090065,Q842324,genre,genre
Q1059268,Q483352,genre,genre
Q355384,Q76092,genre,genre
Q2176371,Q182415,genre,genre
Q7026145,Q9730,genre,genre
Q628629,Q837837,genre,genre
Q2689367,Q11366,genre,genre
Q478750,Q38848,genre,genre
Q1118014,Q483251,genre,genre
Q277865,Q377910,genre,genre
Q4753767,Q1164847,genre,instance of
Q204289,Q11399,genre,genre
Q164140,Q11401,genre,genre
Q525861,Q4692,genre,movement
Q1299,Q38848,genre,genre
Q3063006,Q744038,genre,genre
Q409,Q9794,genre,genre
Q1820469,Q916387,genre,genre
Q1554489,Q93196,genre,genre
Q7769305,Q170611,genre,genre
Q6181685,Q860750,genre,genre
Q926526,Q38848,genre,genre
Q850445,Q185029,genre,genre
Q452441,Q83440,genre,genre
Q622982,Q483251,genre,genre
Q579758,Q38848,genre,genre
Q1228453,Q1641839,genre,genre
Q936659,Q208494,genre,genre
Q929649,Q49451,genre,genre
Q7611211,Q187760,genre,genre
Q5002904,Q170238,genre,genre
Q4468201,Q484179,genre,genre
Q308644,Q11401,genre,genre
Q7718625,Q182415,genre,genre
Q7545836,Q11401,genre,genre
Q15276839,Q622812,genre,genre
Q2023964,Q38848,genre,genre
Q5537663,Q83440,genre,genre
Q2452455,Q185162,genre,genre
Q631103,Q1146335,genre,genre
Q909731,Q487914,genre,genre
Q3989886,Q3071,genre,genre
Q713099,Q83440,genre,genre
Q115756,Q9778,genre,genre
Q7464881,Q483352,genre,genre
Q102225,Q157394,genre,genre
Q309021,Q11399,genre,genre
Q20470994,Q94,operating system,operating system
Q15958643,Q1406,operating system,operating system
Q144858,Q14116,operating system,operating system
Q193493,Q94,operating system,operating system
Q15814121,Q94,operating system,operating system
Q18177225,Q94,operating system,operating system
Q608276,Q1406,operating system,operating system
Q1629164,Q1406,operating system,operating system
Q14655737,Q94,operating system,operating system
Q7075037,Q1406,operating system,operating system
Q1049242,Q14116,operating system,operating system
Q13733263,Q18168774,operating system,operating system
Q63966,Q14116,operating system,operating system
Q285741,Q1406,operating system,operating system
Q403539,Q14116,operating system,operating system
Q874394,Q94,operating system,operating system
Q3087512,Q94,operating system,operating system
Q782736,Q4885200,operating system,operating system
Q2002007,Q1406,operating system,operating system
Q6930567,Q14656,operating system,operating system
Q15712202,Q5046,operating system,follows
Q245135,Q16973176,operating system,operating system
Q630473,Q1406,operating system,operating system
Q430526,Q1406,operating system,operating system
Q383295,Q1406,operating system,operating system
Q46794,Q3251801,operating system,operating system
Q478829,Q577303,operating system,follows
Q9340,Q48493,operating system,platform
Q650922,Q14116,operating system,operating system
Q19599483,Q48493,operating system,operating system
Q223204,Q14116,operating system,operating system
Q79576,Q94,operating system,operating system
Q5566288,Q1406,operating system,operating system
Q389260,Q1406,operating system,operating system
Q1023904,Q174666,operating system,subsidiary
Q18010890,Q48493,operating system,operating system
Q5199203,Q646795,operating system,operating system
Q3306008,Q1406,operating system,operating system
Q207902,Q14116,operating system,operating system
Q689579,Q11248,operating system,operating system
Q602471,Q48493,operating system,operating system
Q2373116,Q3251801,operating system,operating system
Q18010946,Q18012472,operating system,subsidiary
Q2943749,Q14116,operating system,operating system
Q309893,Q1406,operating system,operating system
Q80336,Q1406,operating system,operating system
Q1164682,Q94,operating system,operating system
Q10832101,Q1406,operating system,operating system
Q306144,Q1406,operating system,platform
Q579988,Q94,operating system,operating system
Q218924,Q1406,operating system,operating system
Q346434,Q1406,operating system,operating system
Q2081953,Q1406,operating system,platform
Q15526815,Q48493,operating system,operating system
Q1386210,Q94,operating system,operating system
Q582159,Q30136207,operating system,operating system
Q2994733,Q1406,operating system,operating system
Q1575,Q1406,operating system,operating system
Q13645977,Q48493,operating system,operating system
Q17291408,Q15961745,operating system,original network
Q617214,Q14116,operating system,operating system
Q689579,Q11215,operating system,operating system
Q7824189,Q1406,operating system,operating system
Q3875739,Q94,operating system,operating system
Q56942,Q15628543,operating system,operating system
Q2289818,Q2075464,owned by,subsidiary
Q5570514,Q1142327,owned by,original network
Q6887818,Q380660,owned by,operator
Q20059505,Q160229,owned by,subsidiary
Q5884522,Q1656608,owned by,operator
Q16927441,Q3112580,owned by,located in the administrative territorial entity
Q514108,Q157645,owned by,subsidiary
Q688657,Q158205,owned by,owned by
Q858333,Q9105560,owned by,operator
Q1198574,Q1359568,owned by,owned by
Q1424849,Q131658,owned by,characters
Q199618,Q17651201,owned by,operator
Q1584246,Q723829,owned by,head of government
Q574206,Q164484,owned by,manufacturer
Q8011294,Q1054765,owned by,publisher
Q433704,Q1471161,owned by,owned by
Q278487,Q82494,owned by,publisher
Q1121202,Q39109,owned by,headquarters location
Q3497409,Q42262,owned by,operator
Q15070370,Q188273,owned by,subsidiary
Q4916779,Q1636545,owned by,publisher
Q2747818,Q156644,owned by,subsidiary
Q15995451,Q329494,owned by,subsidiary
Q41595,Q5636154,owned by,subsidiary
Q1554299,Q502940,owned by,owned by
Q1323547,Q734663,owned by,original network
Q19361341,Q326229,owned by,occupant
Q1763315,Q2735284,owned by,member of
Q6845435,Q2913200,owned by,winner
Q796504,Q26678,owned by,operator
Q10993817,Q3259702,owned by,operator
Q386703,Q1687299,owned by,architect
Q3696877,Q806194,owned by,owned by
Q270689,Q849362,owned by,has part
Q28169542,Q1044425,owned by,occupant
Q26085276,Q2120364,owned by,subsidiary
Q3514858,Q25263,owned by,country
Q1145766,Q533415,owned by,owned by
Q1755621,Q1536909,owned by,owned by
Q4108170,Q980831,owned by,subsidiary
Q1203196,Q154191,owned by,has part
Q990430,Q108861,owned by,located in the administrative territorial entity
Q897533,Q19607,owned by,occupant
Q6209926,Q909856,owned by,owned by
Q19892711,Q6517739,owned by,subsidiary
Q3030432,Q7414,owned by,location of formation
Q7017266,Q171985,owned by,operator
Q2882033,Q45568,owned by,applies to jurisdiction
Q1738830,Q501476,owned by,owned by
Q760826,Q1123399,owned by,manufacturer
Q7495119,Q1473764,owned by,subsidiary
Q1329633,Q134183,owned by,has part
Q2739031,Q311793,owned by,winner
Q398845,Q910379,owned by,subsidiary
Q781184,Q159729,owned by,has part
Q6633295,Q2165702,owned by,operator
Q1150860,Q216936,owned by,participant
Q11310077,Q125943,owned by,operator
Q3317589,Q2144525,owned by,operator
Q2927191,Q739627,owned by,operator
Q800751,Q629139,owned by,operator
Q7385188,Q7781479,owned by,owned by
Q27558,Q181114,owned by,manufacturer
Q2943865,Q132020,platform,platform
Q3137769,Q48493,platform,platform
Q1068962,Q182172,platform,platform
Q23911,Q100047,platform,platform
Q24326087,Q48263,platform,platform
Q1313985,Q188642,platform,platform
Q7249329,Q23882,platform,platform
Q4822828,Q172742,platform,platform
Q2052574,Q10680,platform,platform
Q7446621,Q172742,platform,platform
Q2332991,Q170323,platform,platform
Q1632811,Q184839,platform,platform
Q6726604,Q48493,platform,operating system
Q5519847,Q48493,platform,platform
Q891706,Q203597,platform,platform
Q2182703,Q172742,platform,platform
Q6961471,Q1065792,platform,platform
Q1208345,Q8079,platform,platform
Q4038212,Q14116,platform,platform
Q5167064,Q170323,platform,platform
Q1038251,Q10683,platform,platform
Q18149535,Q48493,platform,platform
Q20895586,Q48493,platform,platform
Q5766,Q1406,platform,platform
Q1764451,Q8079,platform,platform
Q1050284,Q10680,platform,platform
Q3028480,Q192851,platform,platform
Q540406,Q48263,platform,platform
Q944752,Q132020,platform,platform
Q15709637,Q10683,platform,platform
Q8762678,Q172742,platform,platform
Q117278,Q10680,platform,platform
Q14942984,Q10677,platform,platform
Q644541,Q1406,platform,platform
Q18155309,Q13361286,platform,platform
Q18536861,Q14116,platform,platform
Q2844155,Q48263,platform,platform
Q7622925,Q10677,platform,platform
Q14628001,Q10683,platform,platform
Q12391356,Q94,platform,operating system
Q3143294,Q1406,platform,platform
Q210298,Q48263,platform,platform
Q1314852,Q10680,platform,platform
Q3327360,Q48263,platform,platform
Q19800947,Q5014725,platform,platform
Q770677,Q48263,platform,platform
Q5962336,Q48493,platform,platform
Q1982922,Q48263,platform,platform
Q2323933,Q132020,platform,platform
Q1050298,Q203597,platform,platform
Q588710,Q1406,platform,platform
Q2588748,Q170323,platform,platform
Q2041524,Q10676,platform,platform
Q535344,Q132020,platform,platform
Q7642148,Q188642,platform,platform
Q3410051,Q209868,platform,platform
Q23013242,Q13361286,platform,platform
Q16259248,Q200912,platform,platform
Q2662584,Q48493,platform,platform
Q1047938,Q1406,platform,platform
Q1464617,Q184198,platform,platform
Q1188513,Q188808,platform,platform
Q257469,Q100047,platform,platform
Q1051853,Q19610114,platform,platform
Q2067196,Q48263,platform,platform
Q3522874,Q200912,platform,platform
Q6902809,Q170323,platform,platform
Q2239210,Q10676,platform,platform
Q11256854,Q10680,platform,platform
Q1396754,Q1669018,tributary,tributary
Q175117,Q1126808,tributary,mouth of the watercourse
Q1591703,Q646893,tributary,mouth of the watercourse
Q607546,Q247160,tributary,tributary
Q1265,Q1676970,tributary,tributary
Q121538,Q1893199,tributary,tributary
Q1470734,Q5049302,tributary,tributary
Q192157,Q210870,tributary,tributary
Q320151,Q1741087,tributary,tributary
Q1890566,Q2006140,tributary,mouth of the watercourse
Q118251,Q142604,tributary,tributary
Q14294,Q16665,tributary,tributary
Q1761189,Q7420244,tributary,mouth of the watercourse
Q4713113,Q5313940,tributary,tributary
Q608950,Q791290,tributary,mouth of the watercourse
Q1644,Q149182,tributary,tributary
Q26076,Q3331366,tributary,tributary
Q708356,Q560063,tributary,tributary
Q71996,Q1592361,tributary,tributary
Q14299,Q14757,tributary,tributary
Q279908,Q1418086,tributary,tributary
Q701512,Q451537,tributary,tributary
Q2160903,Q1922231,tributary,tributary
Q202598,Q1473319,tributary,tributary
Q79106,Q762362,tributary,tributary
Q1673,Q510496,tributary,tributary
Q1940419,Q1586622,tributary,tributary
Q7538950,Q12739858,tributary,tributary
Q475597,Q1532009,tributary,tributary
Q104437,Q1546553,tributary,mouth of the watercourse
Q521434,Q884713,tributary,mouth of the watercourse
Q851323,Q893903,tributary,tributary
Q249062,Q790688,tributary,tributary
Q5419,Q859274,tributary,mouth of the watercourse
Q5307030,Q7692007,tributary,tributary
Q7355,Q10938192,tributary,tributary
Q1948210,Q1739871,tributary,tributary
Q118251,Q1436100,tributary,tributary
Q2359274,Q1664410,tributary,tributary
Q45254,Q1598984,tributary,mouth of the watercourse
Q16920892,Q7406186,tributary,tributary
Q1241991,Q1739002,tributary,tributary
Q265803,Q15131996,tributary,tributary
Q563698,Q1347362,tributary,tributary
Q301640,Q4681199,tributary,tributary
Q1644,Q1680,tributary,tributary
Q1501247,Q1785600,tributary,tributary
Q613522,Q1323599,tributary,tributary
Q269710,Q1586288,tributary,tributary
Q60974,Q6414609,tributary,tributary
Q270955,Q266877,tributary,tributary
Q5622,Q1332574,tributary,tributary
Q584,Q1667,tributary,tributary
Q40855,Q157042,tributary,tributary
Q60974,Q1116723,tributary,tributary
Q668472,Q1235724,tributary,tributary
Q1644,Q131574,tributary,tributary
Q19695,Q155397,tributary,mouth of the watercourse
Q791295,Q1157863,tributary,tributary
Q7450332,Q16890469,tributary,tributary
Q1421418,Q1575650,tributary,mouth of the watercourse
Q2049991,Q678088,tributary,mouth of the watercourse
Q335575,Q1399312,tributary,tributary
Q7910554,Q6102811,tributary,tributary
Q179970,Q956882,tributary,tributary
Q869537,Q722093,tributary,tributary
Q8542,Q809231,tributary,mouth of the watercourse
Q1421409,Q1559088,tributary,mouth of the watercourse
Q200174,Q941885,tributary,tributary
Q1438592,Q9617,winner,participating team
Q695357,Q41420,winner,participating team
Q550698,Q295376,winner,winner
Q4597735,Q10993,winner,winner
Q4560890,Q443566,winner,winner
Q16258709,Q4873225,winner,winner
Q4569417,Q3109493,winner,participant
Q15621924,Q77352,winner,winner
Q2459997,Q311906,winner,winner
Q836072,Q10308,winner,participating team
Q534168,Q10329,winner,winner
Q29027008,Q6544335,winner,successful candidate
Q28503412,Q30716445,winner,participant
Q756701,Q289640,winner,winner
Q1048779,Q312283,winner,winner
Q66018,Q9671,winner,winner
Q2574524,Q30767,winner,winner
Q2403508,Q499277,winner,winner
Q10158,Q156562,winner,winner
Q1035067,Q1691335,winner,winner
Q173193,Q169846,winner,winner
Q2186582,Q2484236,winner,participating team
Q16185864,Q82816,winner,winner
Q845655,Q213417,winner,winner
Q35637,Q46795,winner,winner
Q836815,Q1426,winner,winner
Q28835,Q201513,winner,winner
Q377902,Q176371,winner,participating team
Q6876074,Q3810990,winner,winner
Q12302518,Q42418,winner,participant
Q509024,Q7156,winner,winner
Q5569374,Q35332,winner,winner
Q822907,Q232562,winner,winner
Q1414533,Q233619,winner,winner
Q54411,Q10501,winner,winner
Q35637,Q444,winner,winner
Q1035067,Q609950,winner,winner
Q2614328,Q8682,winner,participating team
Q729513,Q261534,winner,winner
Q4555767,Q2665564,winner,winner
Q7243509,Q43432,winner,winner
Q378886,Q380930,winner,participant
Q2258355,Q381667,winner,winner
Q1035067,Q4913418,winner,winner
Q304338,Q41420,winner,participating team
Q1968830,Q295376,winner,winner
Q3225435,Q515677,winner,winner
Q18357422,Q1290132,winner,winner
Q379467,Q454969,winner,winner
Q17515752,Q2287947,winner,successful candidate
Q35637,Q179871,winner,winner
Q19900847,Q242959,winner,winner
Q4557309,Q5495443,winner,characters
Q903211,Q155010,winner,participant
Q15043510,Q15148556,winner,winner
Q845665,Q213417,winner,participant
Q1035067,Q1356923,winner,winner
Q517057,Q42311,winner,winner
Q2183841,Q1968959,winner,winner
Q128649,Q199943,winner,winner
Q155965,Q131378,winner,winner
Q3859051,Q3815611,winner,winner
Q925079,Q32494,winner,winner
Q4558742,Q246782,winner,winner
Q763253,Q11682,winner,winner
Q1048779,Q282858,winner,successful candidate
Q1682564,Q2438057,said to be the same as,said to be the same as
Q2616573,Q18118122,said to be the same as,said to be the same as
Q18073645,Q16290308,said to be the same as,said to be the same as
Q214874,Q10527935,said to be the same as,main subject
Q220546,Q1166840,said to be the same as,said to be the same as
Q43963,Q11730837,said to be the same as,said to be the same as
Q16871136,Q2733656,said to be the same as,said to be the same as
Q149566,Q14623204,said to be the same as,headquarters location
Q174864,Q4671704,said to be the same as,said to be the same as
Q839387,Q1242555,said to be the same as,said to be the same as
Q7275,Q6256,said to be the same as,main subject
Q1664689,Q216601,said to be the same as,said to be the same as
Q2625307,Q179962,said to be the same as,said to be the same as
Q1066712,Q1142232,said to be the same as,said to be the same as
Q4926514,Q16282378,said to be the same as,said to be the same as
Q10959890,Q16871507,said to be the same as,said to be the same as
Q3513270,Q5548460,said to be the same as,said to be the same as
Q18220020,Q16277034,said to be the same as,said to be the same as
Q638290,Q16976,said to be the same as,said to be the same as
Q449218,Q2210884,said to be the same as,said to be the same as
Q1293511,Q184453,said to be the same as,has part
Q165853,Q1170287,said to be the same as,said to be the same as
Q533210,Q20063,said to be the same as,said to be the same as
Q17105090,Q1357619,said to be the same as,instance of
Q27238200,Q26215409,said to be the same as,said to be the same as
Q2438057,Q1682564,said to be the same as,said to be the same as
Q16387108,Q862248,said to be the same as,location
Q3245490,Q26925,said to be the same as,said to be the same as
Q1863354,Q43963,said to be the same as,residence
Q3322434,Q1945638,said to be the same as,said to be the same as
Q8316,Q1307404,said to be the same as,has part
Q253010,Q16277712,said to be the same as,said to be the same as
Q214617,Q908531,said to be the same as,said to be the same as
Q594805,Q767434,said to be the same as,said to be the same as
Q502918,Q1332286,said to be the same as,genre
Q11907,Q3272808,said to be the same as,sibling
Q8076778,Q173481,said to be the same as,said to be the same as
Q208141,Q159791,said to be the same as,said to be the same as
Q3349060,Q43518,said to be the same as,instance of
Q12382759,Q8140778,said to be the same as,said to be the same as
Q14108394,Q17056546,said to be the same as,military rank
Q1242655,Q4925623,said to be the same as,said to be the same as
Q548119,Q48444,said to be the same as,instance of
Q7521081,Q4925477,said to be the same as,said to be the same as
Q152262,Q41410,said to be the same as,said to be the same as
Q2652945,Q969284,said to be the same as,part of
Q4927524,Q6845358,said to be the same as,said to be the same as
Q27452576,Q16284246,said to be the same as,contains administrative territorial entity
Q11027623,Q1310869,said to be the same as,said to be the same as
Q4925477,Q3571821,said to be the same as,said to be the same as
Q1636367,Q239697,said to be the same as,said to be the same as
Q1207846,Q8409,said to be the same as,said to be the same as
Q1260609,Q219101,said to be the same as,said to be the same as
Q1280153,Q399883,said to be the same as,said to be the same as
Q1617357,Q1160640,said to be the same as,said to be the same as
Q25173350,Q1511145,said to be the same as,child
